Time,Cometa_Voltage_1,Cometa_Voltage_2,Cometa_Voltage_3,Cometa_Voltage_4,Cometa_Voltage_5,Cometa_Voltage_6,Cometa_Voltage_7,Cometa_Voltage_8,Cometa_Voltage_9,Cometa_Voltage_10,Cometa_Voltage_11,Cometa_Voltage_12,Cometa_Voltage_13,Cometa_Voltage_14,Cometa_Voltage_15,Cometa_Voltage_16,FP1_Force_Fx,FP1_Force_Fy,FP1_Force_Fz,FP1_Moment_Mx,FP1_Moment_My,FP1_Moment_Mz,FP1_CoP_Cx,FP1_CoP_Cy,FP1_CoP_Cz,FP1_Raw_Pin1,FP1_Raw_Pin2,FP1_Raw_Pin3,FP1_Raw_Pin4,FP1_Raw_Pin5,FP1_Raw_Pin6,FP2_Force_Fx,FP2_Force_Fy,FP2_Force_Fz,FP2_Moment_Mx,FP2_Moment_My,FP2_Moment_Mz,FP2_CoP_Cx,FP2_CoP_Cy,FP2_CoP_Cz,FP3_Force_Fx,FP3_Force_Fy,FP3_Force_Fz,FP3_Moment_Mx,FP3_Moment_My,FP3_Moment_Mz,FP3_CoP_Cx,FP3_CoP_Cy,FP3_CoP_Cz,TS00605_accel_x,TS00605_accel_y,TS00605_accel_z,TS00605_gyro_x,TS00605_gyro_y,TS00605_gyro_z,TS00605_mag_x,TS00605_mag_y,TS00605_mag_z,TS00605_GlobalAngle_x,TS00605_GlobalAngle_y,TS00605_GlobalAngle_z,TS00605_HighG_x,TS00605_HighG_y,TS00605_HighG_z,TS01962_accel_x,TS01962_accel_y,TS01962_accel_z,TS01962_gyro_x,TS01962_gyro_y,TS01962_gyro_z,TS01962_mag_x,TS01962_mag_y,TS01962_mag_z,TS01962_GlobalAngle_x,TS01962_GlobalAngle_y,TS01962_GlobalAngle_z,TS01962_HighG_x,TS01962_HighG_y,TS01962_HighG_z
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.61169,-8.71743,-468.137,175477,55531.4,-2943.06,118.622,-374.842,0,0.0759888,-0.0186157,1.30051,-0.899811,0.418549,0.0823975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.489,9793.56,515.806,-0.213423,1.37804,-0.830305,-5.15967e-06,-6.04432e-05,7.65341e-06,13.4753,116.482,125.926,3763.46,16313.8,9909.81,175.606,-9916.17,546.583,-2.31759,-1.08936,2.51942,4.19628e-05,6.65808e-05,-3.44532e-05,14.2286,-127.117,136.454,-1429.76,-7029.77,17450.2
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.06108,-8.26643,-468.408,175575,55730.8,-2912.36,118.979,-374.834,0,0.0785828,-0.0160217,1.30127,-0.900116,0.419769,0.0819397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.081,9802.85,522.313,-0.235312,1.40548,-0.82814,-5.05737e-06,-6.03977e-05,7.67614e-06,13.5333,116.448,125.889,3542.8,16535.1,9384.64,175.976,-9877.67,521.872,-2.34381,-1.14338,2.38703,4.19173e-05,6.66491e-05,-3.44418e-05,14.2285,-127.121,136.454,-1405.67,-6829.25,17631.1
0.02,0.0644147,0.0437903,0.0637372,0.0725388,0.0383121,0.0511673,0.0527731,0.0346152,0.0610788,0.0369559,0.100569,0.0582065,0.0419928,0.0447336,3.15387,0.0456433,-7.55131,-8.06619,-469.45,175479,55443.1,-3005.17,118.102,-373.796,0,0.0814819,-0.014801,1.30417,-0.899506,0.417328,0.083313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.673,9812.14,528.82,-0.257201,1.43291,-0.825976,-4.95508e-06,-6.03523e-05,7.69887e-06,13.5913,116.415,125.852,3322.14,16756.3,8859.47,176.347,-9839.16,497.161,-2.37002,-1.19739,2.25464,4.18717e-05,6.67174e-05,-3.44304e-05,14.2285,-127.126,136.453,-1381.57,-6628.74,17811.9
0.021,0.0628888,0.0678992,0.051225,0.0829147,0.041669,0.0761917,0.0411765,0.0541464,0.0503976,0.0543509,0.045943,0.0493564,0.0499274,0.0480905,3.06079,0.0505261,-7.11031,-8.13343,-468.519,175616,55570.6,-2942.49,118.609,-374.832,0,0.0788879,-0.0152588,1.30157,-0.900269,0.418549,0.0823975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.265,9821.43,535.327,-0.279091,1.46034,-0.823812,-4.85278e-06,-6.03068e-05,7.7216e-06,13.6493,116.381,125.815,3101.48,16977.5,8334.31,176.718,-9800.66,472.45,-2.39624,-1.2514,2.12225,4.18262e-05,6.67858e-05,-3.4419e-05,14.2284,-127.13,136.452,-1357.48,-6428.23,17992.8
0.022,0.0241315,0.0486731,0.0518353,0.0710129,0.0505191,0.0691727,0.0436179,0.051705,0.0479562,0.0451956,0.0489947,0.0511874,0.0447394,0.0395456,2.96252,0.0602917,-6.41653,-8.2361,-468.466,175752,55350,-2813.92,118.152,-375.164,0,0.0749207,-0.0158691,1.30142,-0.901031,0.417328,0.0805664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.857,9830.72,541.833,-0.30098,1.48778,-0.821647,-4.75049e-06,-6.02613e-05,7.74434e-06,13.7073,116.347,125.778,2880.81,17198.7,7809.14,177.089,-9762.16,447.739,-2.42246,-1.30541,1.98986,4.17806e-05,6.68541e-05,-3.44077e-05,14.2283,-127.134,136.451,-1333.38,-6227.71,18173.7
0.023,0.0503766,0.0367712,0.0643475,0.0560593,0.0257999,0.0117996,0.0546042,0.0437704,0.0717599,0.0564871,0.0706622,0.0429477,0.0529791,0.0563303,2.85907,0.0380139,-6.95234,-7.88569,-468.195,175898,55556.8,-2909.19,118.662,-375.694,0,0.0779724,-0.0138855,1.30066,-0.901642,0.418549,0.0819397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.774,9829.83,555.121,-0.305804,1.51547,-0.832074,-4.6879e-06,-6.02247e-05,7.75825e-06,13.7651,116.313,125.741,2912.56,16815,7721.08,185.556,-9760.15,429.6,-2.46933,-1.31208,2.03582,4.17351e-05,6.69224e-05,-3.43963e-05,14.2281,-127.139,136.45,-1285.26,-6486.67,17618.2
0.024,0.052818,0.0456213,0.0670941,0.0234055,0.0505191,0.0261429,0.0344626,0.0510947,0.0650461,0.040618,0.0517413,0.0481357,0.0532843,0.0337473,-1.85132,0.0499158,-6.83586,-7.94962,-469.07,175837,55425.1,-2866.11,118.16,-374.862,0,0.0773621,-0.0141907,1.3031,-0.901337,0.417633,0.0813293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.927,9826.05,570.347,-0.305753,1.54324,-0.846099,-4.63665e-06,-6.01906e-05,7.76963e-06,13.8229,116.279,125.704,3016.41,16258.5,7757.91,196.336,-9768.57,413.339,-2.5221,-1.30522,2.13274,4.16895e-05,6.69907e-05,-3.43849e-05,14.2278,-127.144,136.449,-1230.28,-6876.91,16852.4
0.025,0.0564801,0.0465369,0.0469525,0.0459885,0.0404483,0.085347,0.0204245,0.0617758,0.0586374,0.0503836,0.0627277,0.0514926,0.0426032,0.0410715,-3.13245,0.0645642,-6.23498,-7.74419,-467.754,175996,55395.2,-2771.01,118.428,-376.258,0,0.0738525,-0.0131226,1.29944,-0.9021,0.417786,0.0799561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.081,9822.26,585.572,-0.305702,1.57101,-0.860124,-4.58541e-06,-6.01564e-05,7.78102e-06,13.8806,116.244,125.668,3120.27,15701.9,7794.73,207.117,-9776.99,397.078,-2.57488,-1.29836,2.22965,4.1644e-05,6.7059e-05,-3.43735e-05,14.2276,-127.149,136.447,-1175.29,-7267.14,16086.5
0.026,0.0613629,0.0950598,0.0576337,0.0356125,0.0230533,0.0655106,0.0500266,0.00928558,0.0702341,0.0677786,0.0612018,0.0743808,0.061524,0.052363,-3.12787,0.0502209,-7.24001,-8.07668,-468.634,175911,55456.9,-2876.95,118.337,-375.369,0,0.0796509,-0.0149536,1.30188,-0.901794,0.417633,0.0814819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.234,9818.47,600.797,-0.305651,1.59878,-0.874149,-4.53416e-06,-6.01223e-05,7.79241e-06,13.9383,116.21,125.631,3224.13,15145.4,7831.56,217.897,-9785.4,380.816,-2.62765,-1.29151,2.32657,4.15984e-05,6.71274e-05,-3.43621e-05,14.2274,-127.154,136.446,-1120.31,-7657.38,15320.6
0.027,0.0720441,0.0718665,0.0332196,0.0478195,0.0358707,0.0682571,0.0582663,0.056893,0.0708444,0.0387869,0.0593707,0.0569858,0.0642706,0.0535837,-3.11536,0.046864,-7.3178,-7.86217,-468.572,175841,55421,-2772.48,118.276,-375.269,0,0.0801086,-0.0137329,1.30173,-0.901337,0.417328,0.0799561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.779,9811.79,611.544,-0.324284,1.60543,-0.858025,-4.5e-06,-6.0092e-05,7.8e-06,13.9964,116.176,125.594,3297.51,14933.9,7888.73,207.895,-9795.44,373.825,-2.68558,-1.26543,2.3485,4.15805e-05,6.71438e-05,-3.43161e-05,14.2268,-127.159,136.445,-1096.14,-7801.14,14914.5
0.028,0.0625836,0.0627112,0.0832684,0.0777267,0.0706607,0.0569656,0.0158469,0.0535361,0.0534494,0.0412283,0.0743243,0.0527133,0.0563361,0.0685373,-3.13947,0.0645642,-6.89447,-7.75196,-468.528,176201,55510.5,-2843.7,118.478,-376.073,0,0.0776672,-0.0131226,1.30157,-0.903168,0.418243,0.0810242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.107,9799.32,613.337,-0.380285,1.56985,-0.781604,-4.5e-06,-6.00693e-05,7.8e-06,14.0552,116.142,125.557,3309.94,15412.5,7986.57,156.328,-9808.72,385.373,-2.75382,-1.2009,2.22044,4.1618e-05,6.70566e-05,-3.4201e-05,14.2255,-127.164,136.443,-1133.61,-7451.95,15228
0.029,0.080589,0.0517249,0.0832684,0.113432,0.0389224,0.0676468,0.0347678,0.0404135,0.0699289,0.0567923,0.0612018,0.0524081,0.0432135,0.0609079,-3.08698,0.0563245,-7.07954,-8.08096,-468.919,176030,55466.7,-3096,118.286,-375.394,0,0.0787354,-0.0149536,1.30264,-0.902405,0.417786,0.0846863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.436,9786.85,615.129,-0.436286,1.53427,-0.705182,-4.5e-06,-6.00465e-05,7.8e-06,14.114,116.108,125.52,3322.37,15891.2,8084.41,104.761,-9822,396.922,-2.82206,-1.13638,2.09239,4.16554e-05,6.69693e-05,-3.4086e-05,14.2242,-127.17,136.442,-1171.08,-7102.75,15541.4
0.03,0.0537335,0.0477576,0.0466473,0.0707077,0.0541812,0.0441483,0.0185934,0.0504843,0.0503976,0.0891409,0.0279376,0.0444736,0.0532843,0.0615182,-3.01313,0.0691418,-7.21252,-8.1654,-469.086,175936,55499.2,-3222.58,118.314,-375.062,0,0.0794983,-0.0154114,1.3031,-0.901947,0.417938,0.0865173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.765,9774.39,616.921,-0.492288,1.49868,-0.628761,-4.5e-06,-6.00238e-05,7.8e-06,14.1728,116.073,125.483,3334.8,16369.8,8182.25,53.1937,-9835.29,408.47,-2.8903,-1.07186,1.96433,4.16928e-05,6.68821e-05,-3.39708e-05,14.2229,-127.175,136.441,-1208.55,-6753.56,15854.8
0.031,0.0381696,0.05203,0.0896771,0.0719284,0.0450259,0.0526932,0.0320212,0.0614706,0.0647409,0.0522147,0.0532672,0.0463046,0.0343634,0.0456491,-2.94263,0.062428,-7.12494,-8.03835,-469.752,176125,55390.7,-3314.43,117.915,-374.931,0,0.0790405,-0.0146484,1.30493,-0.902863,0.417175,0.0878906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.093,9761.92,618.714,-0.548289,1.4631,-0.55234,-4.5e-06,-6.00011e-05,7.8e-06,14.2315,116.039,125.446,3347.23,16848.5,8280.09,1.62646,-9848.57,420.019,-2.95855,-1.00734,1.83628,4.17302e-05,6.67948e-05,-3.38558e-05,14.2216,-127.18,136.439,-1246.02,-6404.37,16168.2
0.032,0.0531232,0.0505042,0.0384076,0.0380539,0.0239688,0.0472,0.0613181,0.0373618,0.0507028,0.0570975,0.0431964,0.0579013,0.0541998,0.0450388,-2.84558,0.0563245,-7.12867,-7.76625,-469.209,176148,55309.6,-3523.78,117.878,-375.415,0,0.0790405,-0.0131226,1.30341,-0.902863,0.416565,0.0909424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.899,9771.43,620.561,-0.602869,1.43001,-0.533926,-4.5e-06,-5.99783e-05,7.8e-06,14.2906,116.004,125.409,3348.61,16537.7,8173.64,11.6076,-9827.68,405.28,-2.82272,-0.984002,1.82296,4.17749e-05,6.66941e-05,-3.37316e-05,14.2207,-127.185,136.438,-1242.76,-6155.98,16311
0.033,0.0760114,0.0389075,0.0405438,0.0447678,0.0276309,0.0371292,0.0686423,0.0486533,0.0479562,0.0494681,0.0364825,0.0484409,0.0529791,0.0346628,-2.7995,0.039845,-7.39246,-7.69458,-469.765,176216,55476.3,-3712.84,118.094,-375.115,0,0.0805664,-0.0126648,1.30493,-0.903168,0.417633,0.093689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.89,9783.69,622.414,-0.657271,1.39723,-0.522763,-4.5e-06,-5.99556e-05,7.8e-06,14.3497,115.968,125.371,3348.61,16128.2,8041.66,29.2822,-9802.53,387.255,-2.66138,-0.965812,1.82397,4.18204e-05,6.65916e-05,-3.36064e-05,14.2197,-127.19,136.437,-1234.41,-5920.19,16432.6
0.034,0.0644147,0.0334143,0.0521405,0.0462936,0.0422794,0.0658157,0.0375143,0.0492636,0.0485666,0.0439749,0.0486896,0.0411166,0.0502325,0.0242868,1.75341,0.0609021,-6.93545,-7.9669,-470.247,176047,55459.2,-3430.15,117.936,-374.371,0,0.0779724,-0.0141907,1.3063,-0.902405,0.417786,0.0895691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.881,9795.95,624.268,-0.711673,1.36444,-0.5116,-4.5e-06,-5.99329e-05,7.8e-06,14.4088,115.932,125.334,3348.61,15718.7,7909.69,46.9568,-9777.38,369.231,-2.50004,-0.947622,1.82499,4.1866e-05,6.64891e-05,-3.34811e-05,14.2187,-127.194,136.436,-1226.07,-5684.4,16554.1
