Time,Sternum_X,Sternum_Y,Sternum_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,LASIS_X,LASIS_Y,LASIS_Z,RASIS_X,RASIS_Y,RASIS_Z,RPSIS_X,RPSIS_Y,RPSIS_Z,LPSIS_X,LPSIS_Y,LPSIS_Z,RKneeLateral_X,RKneeLateral_Y,RKneeLateral_Z,RKneeMedial_X,RKneeMedial_Y,RKneeMedial_Z,RFibulaHead_X,RFibulaHead_Y,RFibulaHead_Z,RAnkleLateral_X,RAnkleLateral_Y,RAnkleLateral_Z,RAnkleMedial_X,RAnkleMedial_Y,RAnkleMedial_Z,RHeel_X,RHeel_Y,RHeel_Z,RMT5_X,RMT5_Y,RMT5_Z,RMT2_X,RMT2_Y,RMT2_Z,RToe_X,RToe_Y,RToe_Z,LKneeLateral_X,LKneeLateral_Y,LKneeLateral_Z,LKneeMedial_X,LKneeMedial_Y,LKneeMedial_Z,LFibulaHead_X,LFibulaHead_Y,LFibulaHead_Z,LAnkleLateral_X,LAnkleLateral_Y,LAnkleLateral_Z,LAnkleMedial_X,LAnkleMedial_Y,LAnkleMedial_Z,LHeel_X,LHeel_Y,LHeel_Z,LMT5_X,LMT5_Y,LMT5_Z,LMT2_X,LMT2_Y,LMT2_Z,LToe_X,LToe_Y,LToe_Z
0.1,-202.429,114.434,1388.71,-385.759,6.09758,1444.9,-2.93116,16.3247,1419.42,-326.111,105.669,997.928,-67.2019,111.814,1003.38,-145.856,-66.8065,1035.78,-225.376,-75.8654,1033.34,-33.2905,4.41489,504.84,-166.648,7.97027,505.496,-27.2789,-21.8548,464.354,-39.3736,-39.2375,99.3679,-115.353,12.4058,118.364,-105.653,-104.037,55.7609,16.6384,98.5018,41.5135,-38.2326,124.636,56.4386,-39.9079,171.648,41.3197,-338.467,4.2568,515.8,-206.64,25.4642,499.864,-341.831,-8.86707,462.862,-313.441,-56.1891,104.201,-237.854,-18.1944,115.111,-254.146,-113.525,54.7752,-373.81,80.7717,44.3904,-315.633,114.795,56.6652,-322.08,165.255,39.2808
0.11,-202.471,114.691,1388.66,-385.795,6.37139,1444.93,-2.94384,16.5849,1419.28,-326.219,105.881,997.884,-67.3116,111.979,1003.34,-145.921,-66.5751,1035.76,-225.448,-75.619,1033.34,-33.345,4.56943,504.815,-166.696,8.08778,505.493,-27.0099,-21.7313,464.58,-39.3719,-39.2887,99.3915,-115.366,12.4267,118.361,-105.657,-104.032,55.7481,16.6305,98.4914,41.5286,-38.2548,124.638,56.4461,-39.9243,171.653,41.3292,-338.53,4.31111,515.789,-206.676,25.491,499.863,-341.871,-8.82743,462.854,-313.453,-56.1844,104.209,-237.868,-18.187,115.116,-254.153,-113.534,54.7781,-373.82,80.7735,44.3901,-315.66,114.79,56.6651,-322.088,165.253,39.2739
0.12,-202.503,114.944,1388.62,-385.892,6.73459,1444.99,-2.9778,16.8229,1419.14,-326.295,106.085,997.838,-67.4067,112.138,1003.32,-145.986,-66.3714,1035.75,-225.521,-75.4149,1033.34,-33.3874,4.70766,504.818,-166.734,8.20058,505.486,-27.271,-21.5964,464.42,-39.39,-39.2723,99.4066,-115.397,12.4419,118.354,-105.655,-104.024,55.7527,16.6171,98.4989,41.5261,-38.2682,124.651,56.4358,-39.919,171.653,41.3158,-338.588,4.35134,515.784,-206.726,25.5024,499.871,-341.917,-8.80127,462.845,-313.465,-56.1828,104.199,-237.895,-18.1814,115.115,-254.165,-113.54,54.7802,-373.822,80.7749,44.3899,-315.653,114.783,56.6573,-322.097,165.263,39.2645
0.13,-202.535,115.196,1388.54,-385.924,7.04199,1445.02,-2.93705,17.1114,1419.07,-326.371,106.275,997.795,-67.4856,112.338,1003.28,-146.073,-66.2091,1035.76,-225.619,-75.2917,1033.38,-33.4228,4.84437,504.811,-166.766,8.28229,505.486,-27.3804,-21.4789,464.407,-39.3755,-39.2994,99.4267,-115.406,12.4561,118.35,-105.662,-104.017,55.7611,16.6142,98.4994,41.5301,-38.2785,124.665,56.4359,-39.9199,171.663,41.3058,-338.632,4.37742,515.79,-206.764,25.5195,499.848,-341.958,-8.76964,462.842,-313.47,-56.1784,104.196,-237.897,-18.1667,115.117,-254.165,-113.532,54.7814,-373.83,80.7703,44.3904,-315.65,114.775,56.635,-322.094,165.256,39.2574
0.14,-202.562,115.439,1388.47,-385.881,7.27413,1445.01,-3.22695,17.2303,1418.8,-326.427,106.478,997.759,-67.5651,112.549,1003.26,-146.176,-66.0338,1035.83,-225.692,-75.1044,1033.42,-33.4484,4.94646,504.808,-166.794,8.354,505.505,-27.2014,-21.4091,464.584,-39.3847,-39.3155,99.4511,-115.412,12.4736,118.348,-105.675,-104.006,55.789,16.6168,98.5048,41.5352,-38.273,124.669,56.4296,-39.9322,171.665,41.2918,-338.669,4.40443,515.785,-206.782,25.5378,499.845,-341.995,-8.74999,462.85,-313.477,-56.1637,104.204,-237.903,-18.1512,115.116,-254.168,-113.53,54.7887,-373.833,80.7713,44.3867,-315.648,114.781,56.6289,-322.105,165.262,39.2411
0.15,-202.583,115.705,1388.43,-385.96,7.64655,1445.09,-3.25956,17.4858,1418.74,-326.495,106.681,997.733,-67.6032,112.796,1003.23,-146.27,-65.8271,1035.85,-225.802,-74.8944,1033.46,-33.4989,5.0465,504.796,-166.826,8.44561,505.514,-27.393,-21.3197,464.458,-39.3839,-39.2803,99.4429,-115.415,12.4984,118.345,-105.692,-103.997,55.8266,16.6162,98.5097,41.5326,-38.2731,124.675,56.4192,-39.9273,171.657,41.2803,-338.695,4.41624,515.792,-206.796,25.5179,499.859,-342.017,-8.741,462.857,-313.479,-56.1699,104.221,-237.903,-18.1475,115.123,-254.159,-113.52,54.805,-373.827,80.7806,44.3824,-315.652,114.791,56.6216,-322.101,165.268,39.2307
0.16,-202.588,115.955,1388.38,-385.986,7.95979,1445.12,-3.2572,17.7311,1418.63,-326.575,106.919,997.691,-67.6638,112.954,1003.21,-146.375,-65.6515,1035.9,-225.926,-74.7063,1033.52,-33.5591,5.13272,504.835,-166.863,8.51929,505.511,-27.1923,-21.2754,464.618,-39.3825,-39.2364,99.442,-115.426,12.5089,118.349,-105.702,-104.006,55.8534,16.6247,98.5209,41.5321,-38.2711,124.671,56.4189,-39.9313,171.666,41.2856,-338.724,4.42528,515.809,-206.83,25.4521,499.875,-342.04,-8.75166,462.884,-313.478,-56.1671,104.22,-237.896,-18.1107,115.135,-254.158,-113.521,54.8017,-373.819,80.7891,44.3789,-315.652,114.797,56.6008,-322.097,165.28,39.2235
0.17,-202.601,116.2,1388.33,-385.954,8.24381,1445.09,-3.28322,17.939,1418.56,-326.631,107.14,997.664,-67.7185,113.066,1003.19,-146.468,-65.4437,1035.96,-226.038,-74.4988,1033.54,-33.2477,5.12387,505.01,-166.888,8.60173,505.496,-27.2039,-21.2339,464.614,-39.3797,-39.1891,99.4405,-115.428,12.5298,118.343,-105.713,-104.003,55.874,16.6202,98.5159,41.5232,-38.2633,124.668,56.4123,-39.9132,171.672,41.2786,-338.754,4.41753,515.835,-206.817,25.4465,499.875,-342.053,-8.74914,462.9,-313.473,-56.1619,104.228,-237.914,-18.1198,115.124,-254.145,-113.511,54.7997,-373.819,80.7885,44.3711,-315.635,114.803,56.5983,-322.09,165.283,39.2123
0.18,-202.605,116.435,1388.29,-385.987,8.57772,1445.12,-3.16899,18.2482,1418.57,-326.669,107.385,997.649,-67.7745,113.159,1003.15,-146.566,-65.2318,1035.97,-226.156,-74.3211,1033.57,-33.2782,5.19601,505.028,-166.92,8.65313,505.496,-27.2868,-21.1924,464.608,-39.3869,-39.2043,99.4398,-115.436,12.5322,118.349,-105.719,-103.997,55.8769,16.636,98.5109,41.5237,-38.2547,124.672,56.4045,-39.9103,171.662,41.2579,-338.783,4.42887,515.851,-206.858,25.3942,499.886,-342.079,-8.76649,462.918,-313.475,-56.1618,104.226,-237.924,-18.1141,115.131,-254.148,-113.505,54.8083,-373.815,80.7861,44.3664,-315.634,114.814,56.6022,-322.091,165.29,39.2007
0.19,-202.617,116.66,1388.25,-385.995,8.86686,1445.15,-3.18245,18.4852,1418.46,-326.708,107.629,997.609,-67.7801,113.397,1003.12,-146.66,-65.0496,1036,-226.242,-74.1103,1033.57,-33.3066,5.22197,505.015,-166.96,8.71079,505.483,-27.4117,-21.1302,464.606,-39.4126,-39.2383,99.4582,-115.431,12.5256,118.339,-105.71,-104.002,55.8739,16.6284,98.5215,41.5309,-38.2552,124.676,56.4113,-39.8977,171.662,41.2567,-338.809,4.43011,515.864,-206.866,25.3673,499.879,-342.127,-8.79686,462.939,-313.468,-56.1402,104.231,-237.922,-18.1017,115.131,-254.141,-113.506,54.8148,-373.809,80.7984,44.3578,-315.632,114.819,56.5857,-322.091,165.295,39.1868
0.2,-202.605,116.886,1388.2,-386.069,9.18616,1445.22,-3.21378,18.6717,1418.39,-326.725,107.864,997.583,-67.7891,113.581,1003.07,-146.728,-64.8442,1035.99,-226.286,-73.7411,1033.51,-33.336,5.21619,505.017,-166.993,8.73826,505.456,-27.3954,-21.13,464.608,-39.4055,-39.1982,99.443,-115.437,12.5444,118.325,-105.7,-103.989,55.8623,16.6291,98.514,41.5211,-38.2345,124.674,56.4033,-39.8821,171.655,41.2494,-338.83,4.42942,515.878,-206.904,25.3231,499.885,-342.154,-8.7981,462.953,-313.466,-56.1278,104.24,-237.926,-18.102,115.141,-254.135,-113.5,54.83,-373.799,80.8014,44.3417,-315.627,114.824,56.5681,-322.088,165.307,39.1739
0.21,-202.576,117.094,1388.14,-386.029,9.46811,1445.18,-3.1844,18.8518,1418.25,-326.751,108.138,997.565,-67.7639,113.848,1003.02,-146.774,-64.6176,1035.96,-226.341,-73.5472,1033.47,-33.3661,5.21213,505.038,-167.039,8.78956,505.43,-27.5244,-21.1411,464.593,-39.4155,-39.233,99.4523,-115.442,12.5542,118.322,-105.689,-103.983,55.8429,16.6383,98.5138,41.5098,-38.2318,124.672,56.3979,-39.8805,171.664,41.244,-338.873,4.45549,515.913,-206.921,25.311,499.891,-342.176,-8.76768,462.978,-313.477,-56.1182,104.245,-237.946,-18.1041,115.148,-254.129,-113.495,54.8334,-373.8,80.7982,44.3396,-315.648,114.838,56.555,-322.083,165.314,39.1454
0.22,-202.544,117.287,1388.08,-386.034,9.76623,1445.2,-3.15368,19.006,1418.16,-326.767,108.387,997.568,-67.7923,114.008,1002.98,-146.829,-64.3716,1035.94,-226.398,-73.3239,1033.46,-33.3857,5.20775,505.056,-167.078,8.82,505.437,-27.6949,-21.1377,464.494,-39.4263,-39.2081,99.4534,-115.457,12.57,118.34,-105.691,-103.97,55.8305,16.64,98.5085,41.5075,-38.2313,124.684,56.3941,-39.8823,171.666,41.2418,-338.895,4.5161,515.939,-206.944,25.2723,499.895,-342.194,-8.71995,462.996,-313.491,-56.1015,104.26,-237.953,-18.0977,115.157,-254.124,-113.495,54.8444,-373.8,80.7984,44.3398,-315.632,114.839,56.5524,-322.083,165.32,39.139
0.23,-202.508,117.489,1388.05,-386.071,10.0791,1445.26,-3.14416,19.1326,1418.09,-326.781,108.623,997.554,-67.8199,114.154,1002.96,-146.901,-64.1786,1035.97,-226.447,-73.1443,1033.46,-33.4151,5.18902,505.09,-167.108,8.85992,505.426,-27.5652,-21.1652,464.666,-39.4346,-39.201,99.4767,-115.458,12.5789,118.342,-105.68,-103.966,55.8266,16.633,98.5051,41.5073,-38.2294,124.683,56.3996,-39.882,171.661,41.237,-338.929,4.57471,515.962,-206.965,25.2794,499.914,-342.236,-8.68005,463.019,-313.488,-56.0946,104.265,-237.951,-18.0805,115.183,-254.132,-113.497,54.8665,-373.805,80.7971,44.3389,-316.025,115.009,56.7189,-322.094,165.319,39.133
0.24,-202.44,117.694,1388.02,-385.997,10.34,1445.21,-3.10181,19.2208,1418.03,-326.809,108.86,997.553,-67.8686,114.186,1002.95,-146.956,-64.0104,1035.98,-226.523,-72.9059,1033.46,-33.4365,5.18163,505.101,-167.149,8.89554,505.405,-27.5977,-21.1939,464.68,-39.4542,-39.2172,99.4759,-115.461,12.5776,118.34,-105.695,-103.964,55.8269,16.6406,98.5069,41.506,-38.2346,124.683,56.3952,-39.8781,171.671,41.2475,-338.96,4.65064,515.961,-206.985,25.3039,499.932,-342.242,-8.59442,463.013,-313.502,-56.0925,104.277,-237.969,-18.0789,115.191,-254.136,-113.488,54.8633,-373.796,80.8007,44.3362,-315.801,114.921,56.6161,-322.099,165.32,39.1188
0.25,-202.362,117.895,1387.98,-386.049,10.697,1445.29,-3.0971,19.3414,1417.95,-326.82,109.086,997.528,-67.9237,114.276,1002.91,-147.015,-63.831,1036,-226.592,-72.6823,1033.46,-33.4358,5.18805,505.096,-167.172,8.95935,505.394,-27.7862,-21.2096,464.557,-39.4761,-39.237,99.5009,-115.471,12.6017,118.337,-105.716,-103.958,55.8555,16.6404,98.4986,41.5008,-38.232,124.696,56.389,-39.8767,171.668,41.2356,-338.967,4.7231,515.967,-206.99,25.3583,499.949,-342.247,-8.5163,463.035,-313.501,-56.0636,104.287,-237.976,-18.0574,115.201,-254.137,-113.488,54.8893,-373.804,80.8033,44.3333,-315.812,114.927,56.5969,-322.096,165.32,39.1016
0.26,-202.287,118.098,1387.94,-385.951,10.9803,1445.24,-3.08196,19.4293,1417.91,-326.862,109.327,997.52,-67.9419,114.472,1002.86,-147.082,-63.6808,1036.03,-226.643,-72.5114,1033.49,-33.4493,5.20327,505.133,-167.199,9.01753,505.395,-27.7046,-21.1903,464.714,-39.4818,-39.2181,99.525,-115.486,12.6161,118.351,-105.737,-103.952,55.8995,16.6383,98.499,41.5172,-38.2355,124.694,56.3737,-39.9017,171.684,41.2208,-338.986,4.79338,515.972,-206.998,25.4156,499.958,-342.262,-8.43987,463.046,-313.488,-56.0399,104.297,-237.972,-18.0431,115.223,-254.143,-113.483,54.9063,-373.794,80.806,44.333,-315.811,114.944,56.5901,-322.102,165.338,39.0781
0.27,-202.204,118.282,1387.9,-385.916,11.2978,1445.25,-3.04809,19.5603,1417.87,-326.858,109.533,997.527,-67.975,114.539,1002.83,-147.133,-63.5284,1036.07,-226.714,-72.3791,1033.54,-33.4728,5.21895,505.17,-167.233,9.09403,505.407,-27.7162,-21.1675,464.742,-39.5065,-39.201,99.5418,-115.499,12.6443,118.343,-105.773,-103.93,55.95,16.6362,98.5162,41.5172,-38.2614,124.711,56.3694,-39.8952,171.692,41.1996,-338.999,4.88149,515.992,-207.009,25.4704,499.98,-342.238,-8.37245,463.051,-313.487,-56.0106,104.332,-237.972,-18.0326,115.25,-254.133,-113.472,54.9388,-373.796,80.8164,44.3296,-315.824,114.959,56.581,-322.105,165.352,39.0671
0.28,-202.124,118.458,1387.88,-385.887,11.6025,1445.28,-2.99594,19.6683,1417.83,-326.88,109.736,997.517,-67.9405,114.756,1002.83,-147.199,-63.3763,1036.11,-226.782,-72.1871,1033.59,-33.4862,5.27624,505.212,-167.251,9.18184,505.422,-27.755,-21.1261,464.776,-39.5178,-39.2167,99.5771,-115.51,12.6686,118.358,-105.793,-103.927,56.001,16.6323,98.5236,41.5059,-38.2518,124.714,56.3573,-39.8902,171.7,41.1887,-339.003,4.96739,515.997,-207.007,25.5309,499.985,-342.248,-8.30647,463.077,-313.485,-55.9887,104.36,-237.969,-17.9926,115.265,-254.113,-113.463,54.9573,-373.79,80.8285,44.3274,-315.8,114.982,56.5568,-322.116,165.367,39.0567
0.29,-202.039,118.642,1387.86,-385.856,11.9205,1445.3,-2.97919,19.7343,1417.76,-326.874,109.943,997.503,-67.9188,114.938,1002.82,-147.248,-63.2317,1036.14,-226.836,-72.0251,1033.63,-33.4826,5.33797,505.222,-167.253,9.27,505.422,-27.7325,-21.0753,464.795,-39.5287,-39.1893,99.597,-115.506,12.6859,118.363,-105.799,-103.907,56.03,16.6367,98.5239,41.5015,-38.2497,124.731,56.3451,-39.8929,171.702,41.1593,-339.002,5.02246,516.031,-207.004,25.5913,500.006,-342.22,-8.25653,463.091,-313.472,-55.9647,104.383,-237.966,-17.9585,115.279,-254.102,-113.442,54.9714,-373.777,80.8348,44.3322,-315.781,114.98,56.5264,-322.109,165.373,39.0303
0.3,-201.961,118.811,1387.82,-385.824,12.1968,1445.33,-2.9906,19.8645,1417.7,-326.882,110.161,997.471,-67.9319,115.049,1002.79,-147.328,-63.0889,1036.19,-226.885,-71.8468,1033.66,-33.501,5.41898,505.219,-167.259,9.35772,505.441,-28.3985,-20.9495,464.586,-39.5247,-39.0738,99.5924,-115.512,12.7133,118.361,-105.899,-103.906,56.0464,16.6451,98.5419,41.4859,-38.2422,124.744,56.3337,-39.8826,171.725,41.1518,-338.998,5.07565,516.058,-207.006,25.589,500.012,-342.231,-8.23145,463.13,-313.474,-55.9454,104.422,-237.964,-17.9354,115.288,-254.093,-113.42,54.987,-373.764,80.846,44.3237,-315.761,114.993,56.5132,-322.105,165.394,39.0031
0.31,-201.87,118.98,1387.78,-385.786,12.4633,1445.37,-2.91951,19.9201,1417.68,-326.882,110.369,997.422,-67.9092,115.182,1002.8,-147.345,-62.924,1036.19,-226.917,-71.6552,1033.69,-33.4576,5.45951,505.259,-167.259,9.44917,505.446,-27.9839,-20.946,464.746,-39.5355,-39.133,99.6237,-115.519,12.7393,118.374,-105.808,-103.892,56.0988,16.6344,98.54,41.4927,-38.236,124.753,56.3309,-39.8843,171.721,41.1416,-339.002,5.11121,516.091,-206.986,25.6156,500.037,-342.207,-8.19369,463.164,-313.543,-56.0947,104.586,-237.971,-17.9098,115.319,-254.069,-113.307,54.9029,-373.769,80.8445,44.3215,-315.735,114.997,56.4988,-322.098,165.409,38.9896
0.32,-201.78,119.139,1387.77,-385.806,12.7665,1445.45,-2.86299,19.9624,1417.64,-326.848,110.57,997.418,-67.8866,115.37,1002.79,-147.373,-62.7105,1036.16,-226.948,-71.4574,1033.7,-33.4452,5.5345,505.304,-167.269,9.51938,505.46,-28.4968,-20.8396,464.577,-39.5514,-38.9884,99.6337,-115.511,12.7728,118.381,-105.811,-103.86,56.1321,16.6404,98.5512,41.4964,-38.2333,124.766,56.3126,-39.8766,171.746,41.1193,-339.004,5.12567,516.145,-206.977,25.6172,500.058,-342.216,-8.19715,463.21,-313.538,-56.0633,104.602,-237.976,-17.8871,115.34,-254.065,-113.303,54.932,-373.754,80.8627,44.3215,-315.73,115.016,56.4882,-322.093,165.417,38.9718
