Time,Sternum_X,Sternum_Y,Sternum_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,LASIS_X,LASIS_Y,LASIS_Z,RASIS_X,RASIS_Y,RASIS_Z,RPSIS_X,RPSIS_Y,RPSIS_Z,LPSIS_X,LPSIS_Y,LPSIS_Z,RKneeLateral_X,RKneeLateral_Y,RKneeLateral_Z,RKneeMedial_X,RKneeMedial_Y,RKneeMedial_Z,RFibulaHead_X,RFibulaHead_Y,RFibulaHead_Z,RAnkleLateral_X,RAnkleLateral_Y,RAnkleLateral_Z,RAnkleMedial_X,RAnkleMedial_Y,RAnkleMedial_Z,RHeel_X,RHeel_Y,RHeel_Z,RMT5_X,RMT5_Y,RMT5_Z,RMT2_X,RMT2_Y,RMT2_Z,RToe_X,RToe_Y,RToe_Z,LKneeLateral_X,LKneeLateral_Y,LKneeLateral_Z,LKneeMedial_X,LKneeMedial_Y,LKneeMedial_Z,LFibulaHead_X,LFibulaHead_Y,LFibulaHead_Z,LAnkleLateral_X,LAnkleLateral_Y,LAnkleLateral_Z,LAnkleMedial_X,LAnkleMedial_Y,LAnkleMedial_Z,LHeel_X,LHeel_Y,LHeel_Z,LMT5_X,LMT5_Y,LMT5_Z,LMT2_X,LMT2_Y,LMT2_Z,LToe_X,LToe_Y,LToe_Z
1.15,-199.053,119.402,1385.76,-383.369,14.4544,1445.19,-0.314937,19.8691,1415.12,-326.161,112.323,997.003,-66.9318,117.556,1002.29,-146.4,-60.8041,1035.66,-225.918,-69.9221,1033.27,-33.1149,6.18569,504.922,-166.932,9.68506,505.402,-27.509,-20.2989,464.404,-39.5235,-38.962,99.5318,-115.584,12.7734,118.279,-105.793,-103.905,55.9673,16.7198,98.5607,41.4696,-38.1622,124.746,56.2662,-39.8445,171.735,41.0425,-338.467,5.62258,516,-206.396,26.115,499.863,-341.727,-7.83285,463.168,-313.451,-56.0893,104.568,-237.771,-17.8446,115.245,-254.027,-113.319,54.7936,-373.755,80.8439,44.3692,-315.599,114.937,56.5151,-322.054,165.367,39.075
1.16,-199.05,119.396,1385.75,-383.365,14.4461,1445.17,-0.321059,19.8796,1415.11,-326.162,112.347,997.023,-66.9519,117.561,1002.3,-146.378,-60.7852,1035.66,-225.887,-69.9255,1033.27,-33.0898,6.19785,504.951,-166.917,9.66542,505.393,-27.5359,-20.2785,464.394,-39.5109,-38.9728,99.521,-115.575,12.778,118.291,-105.779,-103.904,55.9653,16.7169,98.5488,41.4765,-38.1606,124.741,56.27,-39.8415,171.728,41.0381,-338.459,5.63862,516.004,-206.396,26.0908,499.852,-341.716,-7.83178,463.168,-313.456,-56.0936,104.569,-237.766,-17.842,115.246,-254.019,-113.318,54.7813,-373.748,80.836,44.3704,-315.642,114.949,56.5509,-322.045,165.369,39.0667
1.17,-199.039,119.377,1385.74,-383.356,14.444,1445.15,-0.324178,19.8511,1415.09,-326.153,112.377,997.027,-66.9756,117.509,1002.3,-146.347,-60.7337,1035.63,-225.856,-69.9206,1033.26,-33.086,6.20359,504.945,-166.926,9.65114,505.399,-27.5444,-20.2741,464.415,-39.5135,-38.8528,99.4999,-115.576,12.7893,118.289,-105.775,-103.908,55.9611,16.7219,98.535,41.4939,-38.1681,124.74,56.2711,-39.8299,171.727,41.0472,-338.452,5.64068,516.002,-206.399,26.1146,499.857,-341.74,-7.83549,463.198,-313.443,-56.1034,104.555,-237.764,-17.8469,115.259,-254.026,-113.334,54.8038,-373.747,80.8299,44.3689,-315.602,114.931,56.5405,-322.045,165.367,39.0719
1.18,-199.041,119.364,1385.72,-383.362,14.4391,1445.14,-0.271418,19.8205,1415.07,-326.171,112.426,997.039,-66.9655,117.578,1002.29,-146.307,-60.6726,1035.6,-225.822,-69.8425,1033.23,-33.0822,6.20806,504.943,-166.923,9.64794,505.424,-27.5444,-20.2754,464.404,-39.5218,-38.9701,99.5363,-115.58,12.7881,118.298,-105.776,-103.893,55.9447,16.7178,98.5496,41.4742,-38.1773,124.748,56.2619,-39.8259,171.732,41.0543,-338.452,5.65134,516.011,-206.385,26.1089,499.886,-341.682,-7.83348,463.17,-313.456,-56.0929,104.579,-237.772,-17.8435,115.255,-254.03,-113.324,54.8072,-373.753,80.8298,44.3718,-315.604,114.934,56.5344,-322.054,165.369,39.0691
1.19,-199.031,119.347,1385.71,-383.355,14.4243,1445.13,-0.264066,19.7827,1415.04,-326.166,112.459,997.032,-66.948,117.655,1002.28,-146.272,-60.6239,1035.57,-225.783,-69.8059,1033.2,-33.0811,6.2048,504.969,-166.928,9.66903,505.426,-27.5239,-20.2664,464.414,-39.5313,-38.9796,99.5368,-115.576,12.7999,118.291,-105.766,-103.894,55.9427,16.7136,98.5509,41.4726,-38.1804,124.751,56.2556,-39.8355,171.734,41.0484,-338.446,5.6486,516.016,-206.374,26.1289,499.88,-341.715,-7.83308,463.192,-313.455,-56.0806,104.583,-237.766,-17.8454,115.267,-254.036,-113.329,54.8237,-373.759,80.832,44.3723,-315.621,114.939,56.5374,-322.053,165.365,39.066
1.2,-199.046,119.34,1385.69,-383.36,14.4004,1445.11,-0.251407,19.7909,1415.02,-326.171,112.487,997.033,-66.9357,117.675,1002.28,-146.236,-60.5654,1035.52,-225.753,-69.7558,1033.17,-33.1012,6.22762,504.941,-166.927,9.67888,505.425,-27.5063,-20.2382,464.417,-39.5242,-38.9828,99.5383,-115.587,12.7995,118.29,-105.758,-103.884,55.9219,16.7117,98.5483,41.464,-38.1985,124.748,56.2449,-39.8323,171.731,41.0385,-338.445,5.64738,516.016,-206.37,26.1164,499.889,-341.703,-7.84232,463.195,-313.452,-56.0894,104.568,-237.772,-17.8288,115.263,-254.04,-113.323,54.8129,-373.761,80.8266,44.3656,-315.614,114.931,56.5177,-322.057,165.377,39.0491
1.21,-199.045,119.326,1385.68,-383.348,14.3756,1445.08,-0.234193,19.7879,1415,-326.162,112.533,997.015,-66.9058,117.782,1002.28,-146.209,-60.5435,1035.49,-225.729,-69.7405,1033.13,-33.0847,6.22195,504.939,-166.926,9.6929,505.421,-27.5266,-20.2924,464.407,-39.5531,-39.0496,99.5606,-115.604,12.8142,118.293,-105.763,-103.88,55.9212,16.6982,98.5494,41.4498,-38.1984,124.75,56.2278,-39.8434,171.732,41.0217,-338.445,5.63021,516.012,-206.367,26.1444,499.883,-341.695,-7.84785,463.192,-313.449,-56.0869,104.566,-237.774,-17.8251,115.262,-254.049,-113.315,54.8134,-373.768,80.8313,44.3602,-315.623,114.943,56.5088,-322.068,165.38,39.0421
1.22,-199.038,119.311,1385.68,-383.339,14.3588,1445.07,-0.207607,19.7444,1415.02,-326.143,112.563,997.009,-66.8853,117.818,1002.28,-146.192,-60.4968,1035.48,-225.71,-69.6539,1033.08,-33.0846,6.24056,504.952,-166.93,9.71761,505.425,-27.5161,-20.2751,464.45,-39.5712,-38.9387,99.5667,-115.606,12.8151,118.296,-105.767,-103.877,55.9304,16.6932,98.5461,41.4421,-38.2033,124.766,56.2302,-39.8554,171.741,41.0022,-338.435,5.61734,516.028,-206.346,26.1268,499.899,-341.675,-7.86858,463.193,-313.432,-55.8665,104.405,-237.792,-17.8193,115.255,-254.057,-113.435,54.9507,-373.767,80.8402,44.357,-315.631,114.95,56.5109,-322.08,165.387,39.0344
1.23,-199.021,119.293,1385.68,-383.33,14.3492,1445.07,-0.191193,19.7529,1415.04,-326.123,112.587,997.005,-66.8857,117.862,1002.26,-146.186,-60.471,1035.48,-225.699,-69.61,1033.06,-33.0887,6.24325,504.961,-166.928,9.73866,505.428,-27.6093,-20.2914,464.432,-39.5641,-38.9882,99.5997,-115.614,12.8291,118.296,-105.782,-103.864,55.9444,16.6838,98.5494,41.4438,-38.2057,124.763,56.2314,-39.8567,171.739,40.9941,-338.401,5.60754,516.028,-206.33,26.1026,499.907,-341.66,-7.87461,463.206,-313.42,-55.8618,104.402,-237.788,-17.818,115.267,-254.061,-113.438,54.9617,-373.766,80.8381,44.3582,-315.639,114.955,56.4944,-322.084,165.386,39.0244
1.24,-199.016,119.295,1385.68,-383.314,14.3442,1445.05,-0.193501,19.7784,1415.06,-326.102,112.62,997.009,-66.8428,117.929,1002.27,-146.178,-60.4512,1035.51,-225.687,-69.6105,1033.07,-33.089,6.2354,504.98,-166.928,9.75307,505.441,-27.3192,-20.3116,464.644,-39.5704,-39.0025,99.6077,-115.627,12.8328,118.312,-105.797,-103.885,55.9834,16.675,98.5738,41.4437,-38.2107,124.782,56.2257,-39.864,171.752,40.9845,-338.376,5.59623,516.042,-206.315,26.0951,499.916,-341.643,-7.89533,463.234,-313.438,-56.0562,104.609,-237.804,-17.8009,115.27,-254.043,-113.326,54.8743,-373.768,80.8394,44.3536,-315.638,114.963,56.4926,-322.083,165.391,39.0124
1.25,-198.998,119.3,1385.67,-383.302,14.3474,1445.05,-0.227562,19.8474,1415.09,-326.085,112.67,996.998,-66.8245,117.969,1002.27,-146.181,-60.4304,1035.55,-225.686,-69.5938,1033.09,-33.0886,6.24905,504.993,-166.914,9.75515,505.452,-27.5158,-20.2719,464.502,-39.5778,-38.9964,99.6105,-115.613,12.8416,118.313,-105.812,-103.867,56.0201,16.6767,98.5794,41.4456,-38.2029,124.787,56.2228,-39.859,171.758,40.9715,-338.366,5.56645,516.07,-206.311,26.0813,499.922,-341.654,-7.92022,463.288,-313.409,-55.8462,104.456,-237.8,-17.7868,115.281,-254.045,-113.425,54.9954,-373.753,80.841,44.3585,-315.679,114.988,56.5057,-322.079,165.391,38.9992
1.26,-198.982,119.314,1385.67,-383.288,14.3644,1445.04,-0.232186,19.8933,1415.12,-326.048,112.689,996.999,-66.7856,118.079,1002.26,-146.176,-60.3974,1035.59,-225.684,-69.5894,1033.12,-33.0598,6.25243,504.963,-166.904,9.75098,505.46,-27.5129,-20.2763,464.483,-39.576,-38.9654,99.6255,-115.605,12.8379,118.311,-105.825,-103.868,56.0577,16.6874,98.5843,41.4472,-38.1993,124.789,56.2233,-39.8484,171.757,40.9564,-338.353,5.54247,516.084,-206.293,26.0293,499.929,-341.604,-7.95733,463.278,-313.419,-55.8424,104.473,-237.803,-17.7831,115.282,-254.029,-113.421,54.9993,-373.756,80.8547,44.3566,-315.643,114.982,56.4903,-322.079,165.404,39.0095
1.27,-198.975,119.334,1385.66,-383.29,14.4129,1445.03,-0.245655,19.9432,1415.13,-326.017,112.731,997.011,-66.7644,118.123,1002.28,-146.149,-60.3836,1035.6,-225.672,-69.5915,1033.16,-33.0574,6.2694,504.979,-166.887,9.74106,505.458,-27.5444,-20.2622,464.487,-39.5678,-38.9825,99.6238,-115.602,12.8504,118.322,-105.817,-103.864,56.0854,16.6916,98.5884,41.4521,-38.1753,124.8,56.2293,-39.8455,171.764,40.9606,-338.322,5.49559,516.109,-206.289,26.0367,499.937,-341.609,-7.98675,463.317,-313.41,-55.8437,104.472,-237.802,-17.7895,115.29,-254.024,-113.421,55.0077,-373.746,80.85,44.3601,-315.67,114.993,56.5081,-322.081,165.397,39.0073
1.28,-198.95,119.345,1385.65,-383.276,14.4285,1445.02,-0.251963,19.9364,1415.14,-325.968,112.742,997.033,-66.7415,118.116,1002.28,-146.129,-60.356,1035.63,-225.633,-69.6211,1033.21,-33.0365,6.24682,505.003,-166.866,9.73,505.461,-27.5094,-20.259,464.486,-39.5536,-38.8764,99.5951,-115.587,12.8613,118.326,-105.819,-103.864,56.0971,16.704,98.5909,41.439,-38.1668,124.797,56.2188,-39.8378,171.77,40.9701,-338.311,5.45827,516.126,-206.268,26.0203,499.919,-341.58,-8.02619,463.332,-313.405,-55.8428,104.475,-237.798,-17.8,115.285,-254.017,-113.426,55.0005,-373.74,80.8512,44.3565,-315.643,114.998,56.5047,-322.059,165.402,38.9934
1.29,-198.939,119.369,1385.62,-383.284,14.5114,1444.97,-0.243099,19.9899,1415.11,-325.95,112.765,997.032,-66.7247,118.154,1002.26,-146.098,-60.327,1035.65,-225.617,-69.566,1033.25,-32.9878,6.2423,505.012,-166.848,9.72436,505.46,-27.5142,-20.2871,464.473,-39.5382,-38.8684,99.5887,-115.58,12.8561,118.34,-105.814,-103.869,56.0961,16.7069,98.5792,41.4546,-38.1597,124.788,56.216,-39.8253,171.772,40.9541,-338.293,5.4235,516.146,-206.223,25.9762,499.927,-341.581,-8.05122,463.349,-313.426,-56.0526,104.655,-237.796,-17.7933,115.275,-253.997,-113.299,54.8701,-373.731,80.8427,44.3512,-315.651,114.999,56.5077,-322.057,165.397,39
1.3,-198.965,119.401,1385.61,-383.299,14.5888,1444.92,-0.240147,20.0913,1415.03,-325.918,112.782,997.034,-66.7124,118.13,1002.26,-146.059,-60.2992,1035.68,-225.576,-69.5504,1033.29,-33.0224,6.24501,505.014,-166.833,9.69491,505.488,-27.5338,-20.2673,464.491,-39.5336,-38.8481,99.5813,-115.584,12.866,118.341,-105.807,-103.855,56.0975,16.7051,98.5832,41.469,-38.1573,124.788,56.2304,-39.8318,171.768,40.9636,-338.274,5.39008,516.148,-206.22,25.975,499.916,-341.556,-8.07036,463.345,-313.375,-55.8989,104.535,-237.79,-17.7974,115.288,-254.018,-113.415,54.9954,-373.737,80.8398,44.3561,-315.653,114.993,56.5129,-322.062,165.4,39.0017
1.31,-198.976,119.461,1385.59,-383.39,14.746,1444.85,-0.228097,20.16,1414.92,-325.888,112.783,997.024,-66.7092,118.123,1002.26,-146.015,-60.2698,1035.69,-225.522,-69.5379,1033.33,-32.9977,6.23759,505.01,-166.828,9.67784,505.486,-27.497,-20.2726,464.502,-39.5537,-38.8368,99.6005,-115.584,12.8531,118.344,-105.796,-103.864,56.0785,16.7107,98.5819,41.4667,-38.1629,124.786,56.2208,-39.8189,171.756,40.9685,-338.257,5.38822,516.149,-206.206,25.9762,499.912,-341.538,-8.08064,463.35,-313.429,-56.0594,104.663,-237.778,-17.7958,115.282,-254.001,-113.294,54.865,-373.748,80.845,44.368,-315.653,114.987,56.5134,-322.06,165.405,39.0054
1.32,-198.999,119.558,1385.53,-383.418,14.8852,1444.71,-0.213709,20.2813,1414.84,-325.888,112.781,997.015,-66.6951,118.092,1002.27,-145.962,-60.2495,1035.7,-225.466,-69.4662,1033.35,-32.9722,6.24188,505.013,-166.817,9.68504,505.492,-27.4367,-20.2987,464.511,-39.5451,-38.8948,99.6002,-115.585,12.8522,118.337,-105.788,-103.858,56.0576,16.7103,98.5787,41.4536,-38.1674,124.77,56.2257,-39.824,171.763,40.9725,-338.229,5.38335,516.14,-206.171,26.0173,499.923,-341.515,-8.07028,463.331,-313.424,-56.0682,104.648,-237.772,-17.8065,115.275,-254.015,-113.307,54.8739,-373.74,80.845,44.3602,-315.652,114.99,56.5151,-322.065,165.4,39.0115
1.33,-199.009,119.662,1385.5,-383.479,15.0226,1444.54,-0.231894,20.4099,1414.73,-325.879,112.765,997.034,-66.6876,118.072,1002.28,-145.936,-60.2432,1035.76,-225.425,-69.5144,1033.42,-32.9959,6.21142,505.011,-166.81,9.66163,505.489,-27.428,-20.3386,464.497,-39.5555,-38.9504,99.6049,-115.59,12.8442,118.326,-105.779,-103.862,56.0215,16.7114,98.5624,41.4613,-38.1771,124.765,56.2231,-39.8304,171.76,40.9757,-338.216,5.3997,516.12,-206.148,25.9735,499.937,-341.502,-8.07684,463.337,-313.36,-55.9022,104.51,-237.756,-17.7967,115.267,-254.04,-113.425,54.9938,-373.742,80.8361,44.3575,-315.622,114.969,56.495,-322.072,165.394,39.0145
1.34,-199.017,119.768,1385.41,-383.551,15.188,1444.4,-0.290338,20.4898,1414.62,-325.865,112.747,997.029,-66.6506,118.037,1002.29,-145.922,-60.2673,1035.82,-225.405,-69.5614,1033.51,-32.9903,6.17515,504.999,-166.808,9.67548,505.483,-27.4402,-20.3807,464.501,-39.5565,-38.9823,99.5884,-115.599,12.839,118.324,-105.784,-103.863,55.9957,16.7008,98.5621,41.4477,-38.1886,124.761,56.2141,-39.8435,171.76,40.9696,-338.199,5.39966,516.111,-206.15,26.0302,499.94,-341.487,-8.06529,463.319,-313.356,-55.9083,104.502,-237.77,-17.8124,115.259,-254.05,-113.45,54.9982,-373.756,80.8425,44.3607,-315.669,114.979,56.5185,-322.076,165.405,39.0119
1.35,-199.056,119.904,1385.33,-383.622,15.3913,1444.29,-0.341781,20.5571,1414.54,-325.873,112.733,997.03,-66.643,117.978,1002.29,-145.913,-60.2857,1035.9,-225.393,-69.5607,1033.61,-33.011,6.13391,504.959,-166.808,9.65243,505.491,-27.4325,-20.4189,464.482,-39.568,-38.9777,99.6122,-115.602,12.84,118.331,-105.79,-103.858,56.0044,16.7097,98.5679,41.4426,-38.1967,124.783,56.2141,-39.8415,171.76,40.9767,-338.181,5.40769,516.109,-206.153,26.0438,499.931,-341.481,-8.06329,463.317,-313.371,-55.8996,104.497,-237.774,-17.8218,115.271,-254.058,-113.444,54.9911,-373.764,80.8359,44.3638,-315.67,114.977,56.5166,-322.083,165.396,39.0188
1.36,-199.052,120.038,1385.25,-383.674,15.6357,1444.22,-0.333131,20.6866,1414.53,-325.845,112.701,997.02,-66.6026,117.936,1002.29,-145.912,-60.324,1035.98,-225.396,-69.6544,1033.73,-33.0149,6.0455,504.967,-166.792,9.59047,505.494,-27.4272,-20.4994,464.49,-39.5691,-38.9248,99.6043,-115.594,12.8392,118.327,-105.788,-103.856,56.0114,16.709,98.5642,41.4403,-38.186,124.778,56.1983,-39.8415,171.759,40.9603,-338.164,5.38565,516.12,-206.134,26.0312,499.922,-341.461,-8.08825,463.319,-313.436,-56.0674,104.629,-237.771,-17.8179,115.281,-254.044,-113.331,54.8697,-373.766,80.8357,44.3681,-315.65,114.972,56.508,-322.083,165.397,39.0168
1.37,-199.024,120.168,1385.17,-383.714,15.8932,1444.17,-0.320426,20.8334,1414.5,-325.82,112.669,997.022,-66.5834,117.818,1002.28,-145.916,-60.3821,1036.06,-225.395,-69.783,1033.91,-33.0033,5.96853,504.969,-166.781,9.5323,505.488,-27.4564,-20.602,464.497,-39.5507,-38.9207,99.593,-115.577,12.8455,118.329,-105.796,-103.859,56.0304,16.7144,98.5689,41.4164,-38.1762,124.783,56.1871,-39.8322,171.756,40.9343,-338.158,5.34844,516.136,-206.141,25.9985,499.883,-341.441,-8.10208,463.322,-313.403,-55.8723,104.441,-237.776,-17.8459,115.269,-254.046,-113.438,54.9784,-373.761,80.8372,44.3562,-315.638,114.967,56.5001,-322.091,165.39,39.0187
1.38,-198.995,120.318,1385.1,-383.701,16.1178,1444.14,-0.35749,20.8969,1414.46,-325.798,112.611,997.027,-66.5609,117.797,1002.27,-145.925,-60.4543,1036.18,-225.404,-69.8236,1034.09,-32.991,5.84195,504.997,-166.773,9.42007,505.504,-27.4918,-20.7026,464.496,-39.5419,-38.8791,99.5743,-115.568,12.8486,118.33,-105.802,-103.855,56.056,16.7161,98.5721,41.4045,-38.1737,124.789,56.1784,-39.8176,171.767,40.9172,-338.139,5.30452,516.138,-206.133,25.985,499.882,-341.412,-8.15599,463.341,-313.397,-55.8717,104.436,-237.783,-17.8622,115.261,-254.04,-113.438,54.9707,-373.757,80.8366,44.3495,-315.662,114.978,56.4981,-322.076,165.395,39.0108
1.39,-198.959,120.461,1385.05,-383.7,16.3063,1444.16,-0.413938,20.9248,1414.43,-325.763,112.554,997.029,-66.5353,117.659,1002.28,-145.929,-60.5425,1036.29,-225.396,-69.9129,1034.23,-33.0163,5.72256,505.016,-166.768,9.29709,505.512,-27.5477,-20.8414,464.492,-39.5193,-38.8707,99.5919,-115.537,12.8592,118.347,-105.817,-103.852,56.1002,16.7283,98.5823,41.3967,-38.1563,124.793,56.182,-39.8178,171.765,40.9047,-338.124,5.26171,516.158,-206.12,25.9359,499.888,-341.4,-8.18829,463.351,-313.437,-56.078,104.63,-237.784,-17.8645,115.272,-254.02,-113.315,54.8479,-373.758,80.8377,44.3451,-315.621,114.967,56.491,-322.082,165.396,39.0153
1.4,-198.929,120.596,1385.02,-383.667,16.4294,1444.17,-0.426679,20.9683,1414.36,-325.725,112.497,997.029,-66.5116,117.551,1002.28,-145.928,-60.6166,1036.36,-225.368,-69.9862,1034.33,-33.3551,5.6065,504.74,-166.763,9.18953,505.531,-27.0981,-20.9555,464.764,-39.5256,-38.8702,99.6032,-115.533,12.8603,118.357,-105.834,-103.844,56.1181,16.7365,98.5751,41.3983,-38.1357,124.799,56.1831,-39.8044,171.773,40.8987,-338.104,5.19624,516.174,-206.097,25.8939,499.892,-341.377,-8.23998,463.365,-313.393,-55.874,104.439,-237.79,-17.8919,115.26,-254.029,-113.438,54.9698,-373.749,80.8521,44.3545,-315.659,114.987,56.5126,-322.076,165.399,39.0044
1.41,-198.907,120.692,1385.03,-383.577,16.4414,1444.13,-0.404241,20.9213,1414.34,-325.693,112.432,997.035,-66.4826,117.421,1002.27,-145.911,-60.6785,1036.4,-225.361,-69.9785,1034.37,-33.3439,5.46666,504.77,-166.753,9.06449,505.535,-27.087,-21.1256,464.769,-39.5259,-38.8984,99.5847,-115.526,12.8524,118.359,-105.906,-103.857,56.09,16.7396,98.5747,41.4034,-38.1288,124.795,56.1836,-39.7966,171.771,40.9051,-338.096,5.12662,516.188,-206.097,25.7913,499.883,-341.366,-8.30371,463.386,-313.4,-55.8761,104.436,-237.787,-17.9024,115.276,-254.03,-113.434,54.9762,-373.741,80.8438,44.3505,-315.651,114.987,56.5046,-322.072,165.395,39.0122
1.42,-198.894,120.758,1385.05,-383.566,16.462,1444.14,-0.423027,20.8622,1414.27,-325.644,112.377,997.047,-66.454,117.245,1002.26,-145.905,-60.7354,1036.43,-225.363,-70.0342,1034.41,-33.3254,5.32002,504.777,-166.768,8.95275,505.509,-27.4383,-21.2513,464.574,-39.533,-38.8503,99.5796,-115.515,12.8484,118.374,-105.894,-103.853,56.0884,16.7439,98.5829,41.4141,-38.1272,124.789,56.1852,-39.7939,171.772,40.9117,-338.08,5.04688,516.207,-206.081,25.6836,499.902,-341.365,-8.38161,463.4,-313.433,-56.0948,104.625,-237.785,-17.9143,115.29,-254.017,-113.312,54.8668,-373.753,80.8428,44.3573,-315.662,114.987,56.5088,-322.07,165.389,39.0213
1.43,-198.914,120.812,1385.07,-383.575,16.437,1444.16,-0.635128,20.7388,1414.03,-325.62,112.33,997.044,-66.4223,117.083,1002.25,-145.904,-60.8033,1036.46,-225.374,-70.0978,1034.43,-33.309,5.20827,504.804,-166.765,8.83162,505.494,-27.4111,-21.3863,464.57,-39.5402,-38.8529,99.5744,-115.508,12.8491,118.37,-105.891,-103.849,56.0782,16.7485,98.5819,41.4148,-38.1224,124.793,56.18,-39.7865,171.772,40.921,-338.094,4.9433,516.233,-206.068,25.5905,499.896,-341.345,-8.4567,463.408,-313.441,-56.1009,104.625,-237.793,-17.9225,115.284,-254.034,-113.317,54.8694,-373.756,80.8562,44.3581,-315.632,114.973,56.4985,-322.068,165.397,39.0099
1.44,-198.929,120.806,1385.08,-383.585,16.3432,1444.19,-0.54237,20.6784,1414.15,-325.571,112.273,997.04,-66.3544,117.041,1002.24,-145.92,-60.8846,1036.5,-225.379,-70.1979,1034.43,-33.318,5.05503,504.796,-166.772,8.70595,505.474,-27.3844,-21.5263,464.582,-39.5224,-38.8648,99.5803,-115.51,12.8343,118.374,-105.881,-103.85,56.0639,16.7536,98.5705,41.4195,-38.1227,124.786,56.1791,-39.7878,171.771,40.9206,-338.097,4.84174,516.257,-206.058,25.4584,499.899,-341.332,-8.56068,463.404,-313.448,-56.1066,104.612,-237.789,-17.9507,115.29,-254.039,-113.325,54.8705,-373.759,80.8515,44.361,-315.656,114.983,56.5127,-322.062,165.394,39.0173
1.45,-198.966,120.767,1385.08,-383.58,16.2028,1444.25,-0.74979,20.4886,1414,-325.527,112.234,997.003,-66.3224,116.932,1002.21,-145.932,-60.9721,1036.52,-225.407,-70.3476,1034.45,-33.3256,4.89042,504.796,-166.763,8.56784,505.462,-27.3359,-21.6679,464.592,-39.543,-38.9259,99.5906,-115.505,12.8166,118.366,-105.792,-103.831,56.0749,16.7519,98.5652,41.4075,-38.1148,124.779,56.1751,-39.7839,171.773,40.9232,-338.066,4.7003,516.266,-206.056,25.3255,499.882,-341.334,-8.69224,463.416,-313.399,-55.9571,104.471,-237.791,-17.9782,115.292,-254.052,-113.439,54.9784,-373.751,80.8419,44.3505,-315.62,114.96,56.4976,-322.059,165.393,39.0112
1.46,-198.982,120.699,1385.07,-383.562,16.0633,1444.33,-0.791839,20.3084,1414.01,-325.486,112.189,996.992,-66.2452,116.857,1002.2,-145.954,-61.0613,1036.55,-225.434,-70.4914,1034.51,-33.3154,4.71358,504.792,-166.765,8.42649,505.444,-27.3701,-21.8646,464.569,-39.5211,-38.9144,99.5533,-115.493,12.8151,118.369,-105.795,-103.834,56.068,16.7584,98.5607,41.3964,-38.1075,124.771,56.1639,-39.7829,171.769,40.9165,-338.056,4.56202,516.273,-206.027,25.1843,499.87,-341.317,-8.83192,463.416,-313.395,-55.961,104.439,-237.804,-18.0094,115.278,-254.051,-113.435,54.9603,-373.756,80.8427,44.3516,-315.619,114.968,56.4974,-322.064,165.388,39.0143
1.47,-198.996,120.601,1385.06,-383.535,15.8764,1444.47,-0.85699,20.1328,1414.07,-325.439,112.148,996.994,-66.1963,116.798,1002.2,-145.987,-61.1736,1036.61,-225.474,-70.5654,1034.6,-33.3101,4.53367,504.822,-166.751,8.28166,505.452,-27.4055,-21.9966,464.554,-39.5097,-38.9161,99.5571,-115.471,12.8126,118.38,-105.803,-103.823,56.0888,16.7564,98.5688,41.3965,-38.1056,124.775,56.1622,-39.7753,171.768,40.9163,-338.042,4.41426,516.295,-206.011,25.0043,499.876,-341.314,-8.97555,463.432,-313.395,-55.9746,104.435,-237.819,-18.0319,115.28,-254.052,-113.441,54.9569,-373.763,80.8394,44.3522,-315.668,114.963,56.5126,-322.067,165.386,39.0267
1.48,-199.027,120.472,1385.06,-383.482,15.655,1444.64,-0.927539,19.9058,1414.12,-325.41,112.103,996.992,-66.2128,116.588,1002.2,-146.025,-61.3165,1036.66,-225.528,-70.5979,1034.7,-32.996,4.31287,505.063,-166.754,8.16359,505.456,-27.3929,-22.1437,464.561,-39.5,-38.9264,99.5607,-115.464,12.8041,118.393,-105.819,-103.827,56.1082,16.754,98.5563,41.3813,-38.1016,124.78,56.1626,-39.777,171.763,40.9062,-338.036,4.25993,516.297,-206.004,24.819,499.864,-341.315,-9.09846,463.446,-313.397,-55.9899,104.429,-237.808,-18.0539,115.288,-254.051,-113.437,54.9484,-373.762,80.841,44.3477,-315.648,114.963,56.5038,-322.061,165.378,39.0255
1.49,-199.048,120.307,1385.11,-383.364,15.3397,1444.89,-0.986046,19.6286,1414.21,-325.42,112.041,996.997,-66.2043,116.402,1002.24,-146.087,-61.4346,1036.72,-225.563,-70.6964,1034.79,-33.3001,4.19058,504.877,-166.745,8.02539,505.479,-27.4364,-22.2807,464.574,-39.5039,-38.9462,99.5793,-115.456,12.8011,118.402,-105.907,-103.84,56.1009,16.7581,98.5614,41.3788,-38.1128,124.786,56.1632,-39.792,171.761,40.896,-338.025,4.13021,516.291,-205.99,24.68,499.879,-341.306,-9.22335,463.466,-313.403,-55.9994,104.422,-237.813,-18.0872,115.294,-254.062,-113.449,54.9395,-373.769,80.8322,44.3523,-315.654,114.962,56.5112,-322.068,165.374,39.0328
